100000,226.5
200000,202.9
300000,212.4
400000,204.3
500000,207.5
600000,206.4
700000,211.7
800000,236.7
900000,243.4
1000000,214.5
1100000,207.6
1200000,212.8
1300000,220.6
1400000,240.4
1500000,237.9
1600000,203.7
1700000,215.6
1800000,221.1
1900000,223.8
2000000,221.5
2100000,215.7
2200000,220.4
2300000,227.2
2400000,230.7
2500000,236.2
2600000,232.3
2700000,229.6
2800000,229.5
2900000,223.3
3000000,207.5
3100000,279.7
3200000,281.1
3300000,282.8
3400000,286.3
3500000,291.7
3600000,281.4
3700000,290.3
3800000,277.1
3900000,278.8
4000000,277.5
4100000,280.4
4200000,279.5
4300000,278.7
4400000,284.9
4500000,281.2
4600000,284.4
4700000,264.7
4800000,269.8
4900000,274.3
5000000,330.2
5100000,281.6
5200000,279.1
5300000,278.0
5400000,275.7
5500000,279.9
5600000,285.7
5700000,273.2
5800000,273.9
5900000,277.8
6000000,285.7
