100000,333.2
200000,223.2
300000,222.0
400000,208.8
500000,211.2
600000,214.1
700000,223.2
800000,225.1
900000,233.8
1000000,224.3
1100000,221.0
1200000,223.3
1300000,219.0
1400000,259.2
1500000,218.1
1600000,223.8
1700000,222.3
1800000,232.0
1900000,238.6
2000000,240.1
2100000,256.3
2200000,219.9
2300000,226.1
2400000,225.3
2500000,222.7
2600000,235.5
2700000,251.6
2800000,285.7
2900000,242.3
3000000,234.9
3100000,286.7
3200000,285.3
3300000,284.5
3400000,286.0
3500000,286.2
3600000,287.6
3700000,294.5
3800000,286.6
3900000,299.0
4000000,285.9
4100000,282.5
4200000,282.9
4300000,282.3
4400000,276.9
4500000,278.5
4600000,281.6
4700000,282.0
4800000,284.3
4900000,285.0
5000000,280.9
5100000,283.0
5200000,286.7
5300000,292.6
5400000,291.0
5500000,278.2
5600000,283.9
5700000,268.4
5800000,271.5
5900000,272.9
6000000,277.3
