100000,154.7
200000,147.0
300000,149.9
400000,147.4
500000,149.4
600000,152.2
700000,149.7
800000,150.8
900000,147.2
1000000,156.0
1100000,148.9
1200000,150.9
1300000,150.0
1400000,148.6
1500000,149.9
1600000,147.9
1700000,147.9
1800000,145.7
1900000,147.7
2000000,147.3
2100000,182.7
2200000,182.0
2300000,183.0
2400000,183.9
2500000,196.6
2600000,180.3
2700000,182.7
2800000,179.0
2900000,180.2
3000000,181.5
3100000,183.8
3200000,180.1
3300000,181.1
3400000,179.3
3500000,179.1
3600000,180.1
3700000,179.5
3800000,181.2
3900000,180.1
4000000,188.0
