100000,232.1
200000,210.7
300000,204.0
400000,199.8
500000,213.1
600000,210.7
700000,227.2
800000,216.4
900000,219.8
1000000,236.4
1100000,246.4
1200000,227.5
1300000,212.0
1400000,212.5
1500000,210.6
1600000,213.4
1700000,221.1
1800000,227.9
1900000,227.6
2000000,222.1
2100000,221.6
2200000,204.1
2300000,212.3
2400000,217.8
2500000,210.8
2600000,207.9
2700000,219.5
2800000,224.6
2900000,213.1
3000000,223.4
3100000,290.5
3200000,289.0
3300000,286.2
3400000,291.3
3500000,285.4
3600000,274.9
3700000,281.5
3800000,281.9
3900000,279.5
4000000,280.4
4100000,284.3
4200000,283.3
4300000,279.2
4400000,282.0
4500000,283.1
4600000,279.6
4700000,276.3
4800000,274.5
4900000,278.4
5000000,276.8
5100000,277.2
5200000,280.6
5300000,279.5
5400000,279.1
5500000,274.2
5600000,282.4
5700000,273.7
5800000,282.8
5900000,282.6
6000000,283.2
