100000,161.3
200000,149.5
300000,146.3
400000,153.3
500000,161.1
600000,153.4
700000,150.8
800000,149.3
900000,153.6
1000000,153.1
1100000,150.1
1200000,156.4
1300000,151.7
1400000,149.4
1500000,151.2
1600000,154.5
1700000,154.2
1800000,152.3
1900000,149.1
2000000,150.3
2100000,184.0
2200000,182.9
2300000,183.7
2400000,186.9
2500000,191.1
2600000,181.9
2700000,183.5
2800000,182.9
2900000,182.5
3000000,181.5
3100000,185.1
3200000,181.8
3300000,181.7
3400000,186.5
3500000,182.6
3600000,185.3
3700000,183.0
3800000,181.4
3900000,183.2
4000000,181.0
