100000,242.4
200000,201.2
300000,195.6
400000,218.3
500000,200.6
600000,188.7
700000,192.6
800000,194.9
900000,194.2
1000000,214.0
1100000,211.5
1200000,215.4
1300000,207.5
1400000,204.4
1500000,198.4
1600000,189.6
1700000,195.3
1800000,190.3
1900000,207.0
2000000,216.2
2100000,204.2
2200000,211.7
2300000,214.3
2400000,210.7
2500000,205.3
2600000,237.3
2700000,235.9
2800000,244.0
2900000,238.6
3000000,243.6
3100000,239.5
3200000,242.4
3300000,238.4
3400000,242.4
3500000,241.0
3600000,249.1
3700000,243.8
3800000,240.0
3900000,239.4
4000000,243.3
4100000,244.4
4200000,245.6
4300000,240.7
4400000,241.6
4500000,248.2
4600000,321.0
4700000,249.0
4800000,246.7
4900000,244.1
5000000,237.3
