100000,186.6
200000,155.5
300000,150.0
400000,148.1
500000,149.5
600000,152.0
700000,151.2
800000,159.9
900000,155.1
1000000,153.4
1100000,151.6
1200000,154.2
1300000,153.4
1400000,155.6
1500000,162.1
1600000,176.8
1700000,169.2
1800000,167.2
1900000,170.5
2000000,169.2
2100000,202.7
2200000,199.3
2300000,199.4
2400000,189.8
2500000,188.7
2600000,188.9
2700000,185.1
2800000,183.2
2900000,187.4
3000000,187.9
3100000,186.3
3200000,189.5
3300000,191.6
3400000,190.7
3500000,188.5
3600000,190.5
3700000,190.1
3800000,201.2
3900000,202.7
4000000,191.4
