100000,172.3
200000,156.3
300000,151.0
400000,149.6
500000,145.3
600000,150.0
700000,150.6
800000,152.7
900000,152.6
1000000,146.6
1100000,149.1
1200000,146.2
1300000,149.6
1400000,154.8
1500000,149.3
1600000,156.4
1700000,150.4
1800000,146.9
1900000,148.1
2000000,162.3
2100000,204.5
2200000,194.6
2300000,185.3
2400000,185.2
2500000,187.0
2600000,187.7
2700000,187.7
2800000,186.5
2900000,190.9
3000000,184.0
3100000,191.9
3200000,189.9
3300000,183.6
3400000,183.5
3500000,182.0
3600000,184.7
3700000,184.1
3800000,188.2
3900000,188.6
4000000,182.4
