100000,249.7
200000,219.7
300000,220.8
400000,203.6
500000,203.0
600000,198.8
700000,209.3
800000,206.9
900000,200.3
1000000,201.6
1100000,207.2
1200000,201.7
1300000,199.0
1400000,200.2
1500000,202.3
1600000,198.8
1700000,195.3
1800000,196.5
1900000,199.4
2000000,196.6
2100000,201.1
2200000,200.3
2300000,199.2
2400000,199.8
2500000,205.7
2600000,249.7
2700000,245.3
2800000,261.5
2900000,245.2
3000000,241.0
3100000,245.8
3200000,248.6
3300000,255.4
3400000,243.8
3500000,250.6
3600000,241.3
3700000,243.0
3800000,250.2
3900000,245.6
4000000,243.0
4100000,248.4
4200000,247.3
4300000,242.3
4400000,245.5
4500000,245.5
4600000,247.1
4700000,241.9
4800000,238.6
4900000,246.1
5000000,249.5
