100000,228.0
200000,192.0
300000,201.8
400000,199.5
500000,204.2
600000,196.6
700000,193.5
800000,195.7
900000,199.2
1000000,202.2
1100000,203.7
1200000,207.4
1300000,201.8
1400000,193.0
1500000,196.3
1600000,195.1
1700000,202.0
1800000,210.2
1900000,218.1
2000000,258.2
2100000,214.3
2200000,200.4
2300000,191.6
2400000,193.1
2500000,190.4
2600000,238.1
2700000,259.1
2800000,250.7
2900000,240.0
3000000,244.8
3100000,242.0
3200000,245.4
3300000,252.8
3400000,256.7
3500000,251.6
3600000,244.1
3700000,241.1
3800000,243.9
3900000,248.3
4000000,251.2
4100000,246.0
4200000,244.9
4300000,244.7
4400000,247.1
4500000,249.8
4600000,244.8
4700000,250.5
4800000,248.6
4900000,250.5
5000000,248.6
