100000,265.8
200000,230.7
300000,221.2
400000,218.0
500000,232.0
600000,219.0
700000,219.1
800000,224.7
900000,235.8
1000000,224.5
1100000,219.1
1200000,220.3
1300000,223.8
1400000,233.8
1500000,237.3
1600000,225.4
1700000,230.7
1800000,236.1
1900000,235.3
2000000,234.9
2100000,243.1
2200000,249.1
2300000,265.5
2400000,244.1
2500000,245.9
2600000,227.4
2700000,235.2
2800000,233.5
2900000,237.1
3000000,249.0
3100000,280.6
3200000,273.0
3300000,280.6
3400000,285.6
3500000,279.2
3600000,276.7
3700000,280.7
3800000,267.6
3900000,270.7
4000000,270.5
4100000,280.0
4200000,273.4
4300000,273.9
4400000,276.6
4500000,277.0
4600000,281.7
4700000,276.1
4800000,272.0
4900000,273.5
5000000,275.4
5100000,274.1
5200000,290.9
5300000,296.7
5400000,280.0
5500000,289.2
5600000,271.9
5700000,275.4
5800000,277.2
5900000,281.2
6000000,277.9
