100000,256.8
200000,225.5
300000,229.1
400000,233.5
500000,231.5
600000,223.5
700000,218.5
800000,219.5
900000,219.0
1000000,217.6
1100000,216.0
1200000,228.7
1300000,216.1
1400000,217.0
1500000,220.2
1600000,227.7
1700000,232.2
1800000,233.1
1900000,237.5
2000000,239.7
2100000,246.0
2200000,247.8
2300000,240.5
2400000,231.9
2500000,224.3
2600000,227.8
2700000,232.8
2800000,236.4
2900000,226.7
3000000,224.4
3100000,275.9
3200000,275.7
3300000,278.2
3400000,276.7
3500000,278.8
3600000,284.4
3700000,283.2
3800000,277.7
3900000,279.4
4000000,284.9
4100000,276.2
4200000,274.5
4300000,280.3
4400000,290.9
4500000,269.8
4600000,274.7
4700000,288.8
4800000,289.5
4900000,279.9
5000000,278.3
5100000,281.6
5200000,279.6
5300000,277.6
5400000,278.8
5500000,286.4
5600000,284.5
5700000,279.3
5800000,278.2
5900000,283.8
6000000,301.7
