100000,172.5
200000,161.5
300000,155.9
400000,156.6
500000,149.5
600000,154.2
700000,158.7
800000,162.3
900000,166.8
1000000,159.7
1100000,154.8
1200000,154.6
1300000,150.7
1400000,155.9
1500000,155.7
1600000,151.8
1700000,151.4
1800000,151.3
1900000,153.8
2000000,152.1
2100000,185.5
2200000,186.7
2300000,189.3
2400000,190.5
2500000,191.0
2600000,189.2
2700000,196.0
2800000,189.5
2900000,197.2
3000000,189.8
3100000,195.8
3200000,191.9
3300000,192.9
3400000,192.6
3500000,193.6
3600000,195.1
3700000,206.9
3800000,195.1
3900000,193.6
4000000,193.4
